Date,Category,Amount,Payment Method,Description
26-05-2023,Expense,328,Bkash,Transfer 
16-08-2024,Income,683,Bkash,Shopping 
08-07-2023,Expense,402,Credit Card,Salary 
28-11-2023,Expense,766,Credit Card,Groceries 
14-02-2023,Expense,552,Credit Card,Shopping 
09-07-2023,Expense,115,Cash,Salary 
04-12-2024,Expense,797,Cash,Rent 
13-12-2023,Expense,857,Credit Card,Salary 
11-05-2024,Expense,217,Bkash,Rent 
08-09-2023,Income,473,Nagad,Transfer 
07-10-2023,Expense,849,Bkash,Rent 
20-10-2024,Income,359,Credit Card,Salary 
08-08-2024,Income,140,Nagad,Rent 
03-06-2024,Income,574,Credit Card,Shopping 
07-10-2024,Expense,338,Credit Card,Groceries 
04-05-2024,Income,711,Nagad,Shopping 
01-02-2023,Expense,482,Nagad,Transfer 
19-12-2023,Income,557,Nagad,Rent 
22-07-2023,Expense,804,Nagad,Transfer 
02-05-2024,Expense,777,Bkash,Groceries 
17-11-2024,Income,722,Cash,Transfer 
05-09-2023,Expense,315,Credit Card,Salary 
27-02-2023,Expense,164,Cash,Shopping 
25-12-2024,Expense,415,Nagad,Salary 
06-01-2024,Income,709,Cash,Transfer 
15-12-2023,Expense,433,Bkash,Rent 
09-05-2024,Expense,604,Bkash,Groceries 
06-08-2023,Income,286,Nagad,Rent 
20-06-2024,Income,180,Credit Card,Transfer 
25-03-2024,Income,204,Bkash,Salary 
07-05-2024,Expense,558,Bkash,Transfer 
06-06-2023,Expense,483,Bkash,Rent 
06-12-2024,Expense,145,Cash,Groceries 
22-02-2023,Income,699,Cash,Shopping 
23-09-2023,Income,243,Cash,Salary 
25-05-2023,Expense,224,Bkash,Salary 
14-06-2024,Expense,962,Bkash,Transfer 
06-01-2023,Income,707,Nagad,Groceries 
25-02-2024,Income,893,Cash,Rent 
19-11-2024,Income,903,Bkash,Transfer 
25-11-2024,Expense,140,Credit Card,Groceries 
08-05-2023,Expense,575,Cash,Rent 
23-09-2023,Income,291,Credit Card,Transfer 
09-11-2024,Expense,346,Credit Card,Rent 
05-05-2023,Expense,108,Bkash,Salary 
13-04-2024,Expense,259,Bkash,Transfer 
20-07-2023,Expense,704,Bkash,Shopping 
23-08-2024,Expense,784,Cash,Shopping 
11-10-2024,Income,882,Bkash,Transfer 
15-06-2024,Expense,844,Nagad,Groceries 
10-11-2023,Expense,718,Credit Card,Shopping 
21-10-2023,Expense,960,Cash,Salary 
21-07-2024,Expense,107,Nagad,Rent 
27-09-2023,Income,237,Credit Card,Transfer 
28-04-2024,Income,382,Credit Card,Rent 
17-12-2023,Expense,410,Cash,Groceries 
01-03-2023,Income,120,Credit Card,Salary 
03-08-2024,Expense,292,Cash,Transfer 
22-03-2024,Income,719,Bkash,Transfer 
12-09-2023,Expense,602,Bkash,Groceries 
22-08-2024,Income,179,Credit Card,Groceries 
21-09-2023,Expense,159,Credit Card,Shopping 
27-12-2024,Income,941,Cash,Rent 
02-07-2023,Income,584,Cash,Rent 
23-01-2023,Expense,891,Bkash,Groceries 
22-10-2023,Expense,405,Bkash,Rent 
04-11-2023,Income,473,Cash,Transfer 
08-12-2023,Expense,192,Bkash,Rent 
09-06-2024,Expense,891,Bkash,Salary 
16-04-2024,Income,407,Credit Card,Transfer 
23-10-2023,Expense,527,Bkash,Transfer 
12-08-2023,Income,468,Bkash,Salary 
04-09-2023,Expense,681,Cash,Shopping 
27-02-2024,Expense,601,Credit Card,Salary 
16-08-2023,Expense,808,Nagad,Transfer 
01-11-2023,Income,948,Credit Card,Transfer 
07-03-2024,Expense,830,Credit Card,Groceries 
24-04-2024,Income,234,Bkash,Transfer 
27-10-2023,Income,100,Credit Card,Transfer 
20-01-2023,Expense,261,Bkash,Rent 
05-12-2024,Income,940,Cash,Groceries 
16-08-2024,Expense,842,Nagad,Rent 
18-11-2024,Income,787,Bkash,Groceries 
15-01-2023,Expense,168,Credit Card,Transfer 
24-02-2024,Expense,496,Credit Card,Groceries 
08-03-2024,Income,904,Nagad,Rent 
03-11-2023,Income,271,Nagad,Groceries 
14-03-2023,Expense,155,Credit Card,Transfer 
22-11-2024,Expense,129,Nagad,Groceries 
25-03-2024,Income,766,Nagad,Salary 
15-02-2024,Income,651,Credit Card,Rent 
12-03-2023,Expense,905,Cash,Transfer 
14-11-2024,Income,299,Cash,Transfer 
25-11-2023,Expense,510,Credit Card,Shopping 
27-08-2024,Expense,907,Cash,Rent 
21-04-2023,Income,576,Nagad,Groceries 
02-12-2023,Income,591,Nagad,Shopping 
02-03-2024,Expense,767,Cash,Transfer 
05-02-2023,Expense,901,Cash,Transfer 
22-02-2023,Expense,582,Bkash,Salary 
12-04-2023,Expense,878,Credit Card,Rent 
27-03-2024,Expense,826,Credit Card,Transfer 
08-05-2024,Expense,100,Nagad,Shopping 
05-06-2023,Expense,851,Bkash,Groceries 
11-11-2024,Income,866,Nagad,Transfer 
02-05-2023,Expense,456,Cash,Rent 
12-06-2024,Income,295,Bkash,Groceries 
04-07-2024,Income,770,Bkash,Shopping 
22-09-2023,Income,376,Nagad,Transfer 
06-07-2023,Expense,557,Bkash,Groceries 
13-02-2023,Expense,730,Bkash,Transfer 
26-11-2024,Income,439,Credit Card,Groceries 
15-09-2023,Income,957,Nagad,Salary 
03-12-2024,Income,908,Bkash,Groceries 
04-01-2024,Income,173,Nagad,Rent 
17-06-2023,Expense,343,Cash,Salary 
27-08-2024,Income,789,Cash,Rent 
12-02-2023,Income,746,Bkash,Rent 
07-09-2023,Income,409,Credit Card,Transfer 
15-05-2023,Income,598,Bkash,Salary 
05-08-2023,Income,451,Nagad,Shopping 
25-08-2024,Expense,726,Nagad,Transfer 
02-12-2024,Income,369,Nagad,Rent 
02-09-2023,Income,793,Cash,Rent 
19-09-2023,Income,471,Nagad,Transfer 
20-01-2024,Income,926,Cash,Groceries 
24-11-2023,Expense,488,Credit Card,Transfer 
02-05-2024,Expense,622,Cash,Transfer 
26-02-2024,Expense,617,Cash,Rent 
18-05-2023,Income,655,Credit Card,Groceries 
21-03-2023,Income,467,Cash,Salary 
04-09-2023,Income,331,Credit Card,Shopping 
15-08-2023,Expense,796,Nagad,Shopping 
26-09-2024,Expense,674,Cash,Groceries 
27-11-2023,Income,704,Cash,Groceries 
06-07-2024,Income,814,Credit Card,Rent 
16-09-2024,Income,420,Credit Card,Groceries 
04-02-2024,Expense,565,Bkash,Shopping 
21-10-2024,Expense,749,Bkash,Groceries 
15-05-2024,Income,722,Cash,Salary 
03-03-2023,Expense,100,Bkash,Groceries 
18-08-2023,Expense,949,Credit Card,Transfer 
17-09-2024,Expense,290,Bkash,Groceries 
15-12-2023,Expense,975,Cash,Salary 
04-12-2023,Expense,413,Credit Card,Groceries 
14-04-2024,Income,560,Credit Card,Groceries 
14-05-2023,Expense,711,Credit Card,Rent 
10-12-2024,Income,479,Nagad,Shopping 
18-04-2023,Income,149,Bkash,Salary 
01-05-2023,Income,159,Bkash,Salary 
08-02-2023,Income,508,Nagad,Transfer 
12-09-2024,Income,259,Credit Card,Groceries 
19-10-2023,Income,570,Nagad,Salary 
19-02-2023,Income,444,Nagad,Groceries 
01-04-2023,Income,920,Credit Card,Rent 
14-05-2024,Expense,949,Bkash,Shopping 
21-03-2023,Expense,921,Bkash,Transfer 
18-12-2024,Income,347,Credit Card,Shopping 
22-11-2024,Expense,902,Nagad,Shopping 
05-05-2023,Income,802,Cash,Groceries 
04-01-2024,Expense,475,Credit Card,Transfer 
02-10-2023,Income,368,Bkash,Transfer 
19-05-2024,Expense,293,Nagad,Rent 
11-03-2024,Income,212,Bkash,Groceries 
25-05-2024,Expense,945,Cash,Salary 
20-01-2024,Expense,203,Credit Card,Transfer 
03-02-2024,Expense,279,Credit Card,Rent 
13-01-2024,Income,603,Nagad,Rent 
08-08-2024,Income,208,Bkash,Shopping 
18-04-2023,Income,724,Nagad,Salary 
21-02-2023,Income,951,Nagad,Groceries 
27-03-2023,Expense,195,Bkash,Rent 
24-10-2024,Income,194,Credit Card,Salary 
21-06-2024,Income,763,Nagad,Salary 
13-06-2024,Income,989,Credit Card,Transfer 
21-05-2023,Expense,303,Cash,Shopping 
23-07-2023,Income,238,Bkash,Transfer 
26-09-2023,Income,535,Credit Card,Shopping 
14-04-2023,Expense,362,Bkash,Groceries 
12-07-2024,Expense,402,Cash,Groceries 
01-07-2024,Income,538,Credit Card,Rent 
02-10-2024,Income,625,Bkash,Transfer 
20-11-2023,Expense,786,Cash,Salary 
24-07-2023,Expense,959,Nagad,Shopping 
17-05-2023,Expense,995,Cash,Salary 
21-04-2023,Income,115,Cash,Shopping 
18-12-2023,Income,286,Credit Card,Salary 
16-01-2023,Income,195,Nagad,Shopping 
21-01-2023,Expense,536,Bkash,Rent 
03-06-2023,Income,954,Credit Card,Transfer 
04-05-2023,Expense,438,Cash,Rent 
11-09-2023,Expense,722,Credit Card,Groceries 
21-02-2024,Expense,726,Credit Card,Salary 
27-12-2024,Expense,302,Bkash,Rent 
05-12-2023,Income,356,Nagad,Rent 
18-01-2023,Income,208,Cash,Transfer 
08-03-2023,Expense,124,Bkash,Rent 
22-02-2023,Income,829,Cash,Groceries 
18-11-2024,Expense,490,Cash,Rent 
17-02-2024,Expense,211,Cash,Transfer 
17-10-2024,Expense,841,Nagad,Groceries 
08-12-2024,Income,763,Nagad,Shopping 
16-05-2023,Income,394,Nagad,Rent 
19-06-2024,Income,682,Nagad,Rent 
18-03-2023,Expense,809,Credit Card,Transfer 
06-07-2023,Expense,152,Nagad,Shopping 
18-11-2024,Expense,231,Bkash,Transfer 
19-02-2024,Expense,856,Cash,Groceries 
02-09-2023,Expense,188,Cash,Salary 
02-11-2024,Expense,585,Credit Card,Groceries 
19-12-2024,Expense,281,Bkash,Salary 
24-11-2024,Expense,353,Credit Card,Groceries 
06-04-2024,Income,408,Nagad,Shopping 
03-08-2024,Income,248,Nagad,Transfer 
01-03-2023,Expense,300,Cash,Salary 
27-03-2024,Expense,647,Cash,Shopping 
18-03-2023,Income,501,Credit Card,Groceries 
21-07-2024,Expense,315,Nagad,Groceries 
10-10-2024,Expense,335,Bkash,Salary 
09-01-2024,Income,659,Nagad,Transfer 
15-04-2024,Income,822,Cash,Transfer 
16-02-2024,Income,210,Credit Card,Shopping 
25-10-2023,Expense,359,Bkash,Salary 
21-01-2023,Expense,503,Credit Card,Rent 
05-05-2024,Income,546,Cash,Shopping 
21-05-2024,Expense,620,Bkash,Shopping 
12-02-2023,Expense,730,Cash,Salary 
02-04-2024,Income,105,Bkash,Shopping 
23-02-2023,Expense,443,Nagad,Rent 
10-09-2023,Expense,149,Nagad,Shopping 
28-06-2024,Expense,860,Bkash,Groceries 
19-08-2024,Expense,127,Bkash,Groceries 
16-09-2023,Expense,741,Credit Card,Salary 
07-10-2023,Income,785,Credit Card,Transfer 
03-10-2023,Income,864,Cash,Groceries 
02-08-2023,Income,135,Bkash,Groceries 
01-02-2023,Income,858,Bkash,Salary 
25-09-2024,Expense,846,Bkash,Salary 
24-06-2024,Income,721,Bkash,Transfer 
26-08-2023,Expense,473,Cash,Shopping 
23-08-2023,Expense,580,Bkash,Groceries 
22-04-2024,Income,389,Credit Card,Salary 
24-03-2023,Income,817,Nagad,Rent 
19-03-2024,Expense,905,Nagad,Transfer 
15-09-2023,Expense,885,Cash,Shopping 
14-09-2024,Expense,592,Credit Card,Rent 
21-02-2023,Expense,986,Bkash,Groceries 
07-06-2023,Expense,740,Cash,Salary 
03-08-2023,Expense,936,Cash,Rent 
25-10-2023,Income,296,Credit Card,Transfer 
03-07-2023,Income,854,Bkash,Salary 
04-07-2024,Expense,386,Credit Card,Transfer 
28-04-2023,Expense,277,Bkash,Groceries 
01-05-2024,Expense,593,Nagad,Salary 
22-03-2024,Income,436,Cash,Shopping 
20-10-2024,Income,321,Nagad,Salary 
06-03-2023,Expense,446,Nagad,Transfer 
19-06-2023,Income,472,Bkash,Shopping 
23-05-2024,Income,487,Cash,Salary 
02-09-2023,Expense,498,Credit Card,Salary 
11-09-2024,Expense,998,Nagad,Salary 
07-02-2023,Expense,500,Credit Card,Transfer 
18-06-2023,Income,801,Nagad,Transfer 
16-08-2024,Expense,586,Nagad,Rent 
05-08-2024,Expense,515,Cash,Salary 
28-03-2023,Expense,416,Credit Card,Rent 
16-02-2023,Expense,668,Bkash,Shopping 
03-10-2024,Expense,923,Nagad,Shopping 
06-10-2024,Expense,396,Credit Card,Salary 
18-11-2023,Income,668,Cash,Groceries 
07-11-2024,Income,310,Credit Card,Groceries 
15-02-2023,Income,114,Bkash,Transfer 
20-05-2023,Expense,636,Credit Card,Rent 
24-07-2024,Expense,760,Nagad,Shopping 
05-08-2023,Income,380,Nagad,Groceries 
08-04-2024,Expense,310,Nagad,Groceries 
06-08-2024,Income,390,Cash,Transfer 
04-06-2023,Expense,213,Credit Card,Shopping 
05-12-2023,Expense,372,Cash,Salary 
21-05-2024,Expense,218,Bkash,Groceries 
05-08-2024,Expense,680,Credit Card,Rent 
07-04-2023,Expense,758,Credit Card,Groceries 
25-12-2024,Income,624,Cash,Groceries 
28-04-2024,Income,387,Nagad,Transfer 
08-04-2023,Expense,780,Nagad,Rent 
25-05-2023,Income,311,Cash,Transfer 
08-03-2023,Expense,896,Cash,Transfer 
24-04-2024,Expense,800,Nagad,Salary 
19-03-2023,Income,354,Nagad,Salary 
01-04-2024,Expense,466,Nagad,Rent 
10-10-2024,Expense,367,Nagad,Salary 
21-04-2023,Expense,403,Credit Card,Rent 
01-07-2024,Expense,878,Bkash,Groceries 
16-08-2024,Expense,569,Bkash,Groceries 
07-04-2023,Income,125,Cash,Shopping 
15-07-2023,Expense,972,Credit Card,Rent 
23-04-2023,Income,531,Bkash,Groceries 
01-10-2023,Income,972,Nagad,Salary 
18-06-2023,Income,961,Bkash,Rent 
10-10-2023,Income,782,Bkash,Transfer 
16-01-2023,Expense,450,Nagad,Rent 
23-09-2024,Income,313,Cash,Rent 
11-08-2023,Expense,812,Credit Card,Shopping 
01-04-2023,Expense,344,Nagad,Salary 
21-07-2024,Expense,332,Cash,Transfer 
24-03-2023,Income,389,Credit Card,Shopping 
06-03-2023,Income,798,Bkash,Transfer 
07-03-2024,Expense,272,Bkash,Groceries 
05-03-2023,Expense,481,Nagad,Transfer 
03-11-2023,Income,891,Credit Card,Groceries 
15-04-2023,Income,295,Cash,Groceries 
06-11-2024,Expense,860,Cash,Shopping 
25-04-2023,Income,731,Cash,Shopping 
13-12-2023,Expense,328,Bkash,Shopping 
10-02-2023,Expense,355,Credit Card,Salary 
13-09-2023,Expense,635,Nagad,Rent 
11-05-2024,Expense,572,Nagad,Groceries 
07-04-2024,Income,527,Nagad,Shopping 
16-04-2024,Expense,758,Cash,Shopping 
14-02-2024,Income,278,Nagad,Transfer 
06-09-2024,Expense,934,Bkash,Salary 
14-12-2023,Income,885,Nagad,Rent 
09-03-2023,Expense,385,Credit Card,Rent 
01-05-2024,Income,510,Cash,Shopping 
16-05-2024,Income,139,Nagad,Groceries 
15-10-2024,Expense,354,Bkash,Shopping 
25-09-2024,Income,442,Credit Card,Salary 
26-03-2024,Income,359,Cash,Shopping 
17-01-2023,Expense,265,Bkash,Shopping 
12-02-2024,Expense,989,Cash,Shopping 
14-07-2024,Expense,850,Nagad,Shopping 
20-12-2024,Income,583,Nagad,Rent 
26-07-2023,Income,228,Cash,Shopping 
04-06-2024,Expense,206,Credit Card,Rent 
19-03-2023,Income,130,Cash,Shopping 
20-10-2024,Expense,482,Cash,Shopping 
12-11-2023,Income,881,Credit Card,Groceries 
04-08-2024,Income,503,Cash,Salary 
08-11-2023,Expense,391,Cash,Shopping 
06-12-2024,Expense,492,Credit Card,Salary 
23-12-2024,Income,957,Cash,Salary 
16-03-2023,Income,209,Bkash,Groceries 
26-11-2024,Income,218,Bkash,Transfer 
10-10-2023,Expense,415,Bkash,Rent 
23-11-2023,Expense,105,Bkash,Shopping 
19-03-2024,Income,563,Credit Card,Transfer 
21-10-2024,Expense,371,Bkash,Rent 
21-01-2024,Expense,487,Bkash,Salary 
24-06-2023,Income,502,Credit Card,Shopping 
10-06-2023,Income,308,Bkash,Transfer 
18-10-2023,Income,550,Credit Card,Transfer 
02-12-2023,Expense,454,Credit Card,Salary 
02-01-2023,Income,732,Cash,Transfer 
26-09-2024,Expense,411,Nagad,Shopping 
21-06-2023,Income,793,Credit Card,Shopping 
01-10-2024,Expense,302,Cash,Transfer 
19-10-2023,Expense,354,Nagad,Groceries 
23-12-2023,Income,111,Bkash,Shopping 
19-07-2023,Income,205,Cash,Shopping 
25-03-2024,Income,149,Cash,Salary 
27-11-2024,Expense,745,Nagad,Rent 
19-07-2023,Income,441,Nagad,Transfer 
05-07-2024,Income,273,Bkash,Transfer 
04-04-2024,Expense,340,Nagad,Salary 
16-06-2023,Expense,679,Cash,Groceries 
04-10-2024,Income,806,Bkash,Groceries 
07-09-2024,Income,661,Nagad,Shopping 
20-05-2023,Income,290,Bkash,Rent 
01-10-2024,Income,556,Bkash,Rent 
03-03-2023,Expense,501,Nagad,Groceries 
27-08-2023,Expense,675,Cash,Groceries 
11-08-2023,Income,158,Credit Card,Transfer 
21-09-2023,Income,882,Nagad,Groceries 
10-02-2024,Expense,905,Credit Card,Groceries 
15-10-2023,Income,282,Cash,Salary 
10-10-2024,Expense,919,Nagad,Salary 
03-11-2023,Expense,755,Nagad,Groceries 
25-10-2024,Income,751,Bkash,Transfer 
16-01-2023,Income,258,Cash,Transfer 
26-01-2023,Income,383,Credit Card,Transfer 
07-08-2024,Income,709,Credit Card,Transfer 
13-04-2023,Expense,931,Bkash,Salary 
06-03-2024,Income,813,Cash,Salary 
07-11-2023,Expense,371,Nagad,Groceries 
18-06-2023,Income,831,Cash,Groceries 
11-12-2024,Income,362,Bkash,Rent 
04-07-2024,Expense,368,Cash,Rent 
09-02-2024,Income,726,Cash,Groceries 
18-02-2023,Expense,273,Cash,Groceries 
25-06-2023,Income,180,Cash,Rent 
07-09-2023,Expense,502,Nagad,Rent 
14-11-2023,Income,405,Cash,Shopping 
10-12-2024,Expense,583,Cash,Rent 
24-09-2024,Income,438,Nagad,Rent 
05-01-2023,Income,686,Bkash,Transfer 
19-10-2023,Income,417,Nagad,Shopping 
09-01-2024,Income,909,Nagad,Transfer 
01-06-2023,Expense,795,Nagad,Shopping 
08-05-2023,Expense,108,Cash,Salary 
28-10-2024,Expense,174,Nagad,Rent 
12-10-2023,Income,646,Bkash,Transfer 
16-02-2023,Expense,640,Cash,Rent 
16-02-2023,Income,133,Nagad,Shopping 
06-03-2024,Income,393,Credit Card,Salary 
07-03-2024,Expense,247,Cash,Salary 
26-01-2024,Income,308,Credit Card,Transfer 
14-11-2024,Income,450,Bkash,Groceries 
07-02-2024,Expense,987,Nagad,Rent 
23-01-2023,Income,623,Cash,Rent 
21-05-2023,Expense,747,Nagad,Groceries 
21-07-2024,Expense,992,Cash,Transfer 
26-07-2024,Income,322,Credit Card,Groceries 
18-10-2024,Expense,460,Nagad,Rent 
01-05-2023,Expense,389,Bkash,Transfer 
07-03-2023,Expense,979,Credit Card,Rent 
26-09-2023,Expense,457,Nagad,Groceries 
06-07-2024,Income,121,Cash,Groceries 
14-07-2024,Income,391,Credit Card,Salary 
24-06-2023,Expense,905,Credit Card,Transfer 
15-05-2023,Expense,100,Bkash,Groceries 
24-06-2024,Expense,834,Credit Card,Groceries 
12-06-2024,Income,141,Bkash,Groceries 
26-08-2024,Income,869,Credit Card,Transfer 
15-01-2024,Income,867,Credit Card,Transfer 
17-07-2023,Income,333,Nagad,Groceries 
09-11-2023,Expense,414,Bkash,Shopping 
14-10-2023,Expense,355,Cash,Groceries 
12-08-2024,Expense,849,Credit Card,Rent 
02-02-2024,Expense,558,Credit Card,Transfer 
04-04-2023,Income,263,Bkash,Salary 
27-01-2024,Income,722,Credit Card,Groceries 
04-05-2024,Expense,357,Cash,Groceries 
15-12-2023,Income,159,Cash,Transfer 
04-08-2023,Expense,184,Credit Card,Transfer 
25-02-2024,Expense,281,Nagad,Shopping 
10-12-2024,Expense,975,Cash,Rent 
25-05-2024,Income,932,Bkash,Groceries 
16-05-2023,Income,134,Bkash,Transfer 
27-02-2024,Income,823,Cash,Salary 
16-05-2024,Expense,836,Nagad,Groceries 
25-06-2023,Expense,905,Nagad,Rent 
17-11-2024,Income,576,Credit Card,Shopping 
18-02-2023,Income,808,Bkash,Groceries 
23-07-2024,Expense,360,Credit Card,Transfer 
26-01-2024,Expense,489,Cash,Transfer 
02-02-2024,Income,941,Bkash,Groceries 
13-06-2023,Income,667,Cash,Shopping 
24-11-2024,Expense,820,Nagad,Rent 
10-11-2024,Expense,499,Credit Card,Groceries 
11-11-2024,Income,118,Cash,Rent 
11-12-2023,Income,330,Cash,Salary 
16-06-2024,Income,397,Nagad,Rent 
10-08-2023,Income,751,Cash,Transfer 
12-02-2023,Expense,151,Nagad,Shopping 
01-07-2024,Expense,896,Bkash,Transfer 
22-12-2023,Expense,331,Credit Card,Groceries 
10-07-2023,Income,878,Nagad,Transfer 
15-01-2024,Expense,636,Bkash,Groceries 
13-02-2024,Expense,495,Credit Card,Transfer 
09-10-2023,Income,807,Nagad,Shopping 
28-10-2024,Expense,640,Nagad,Groceries 
16-05-2023,Income,998,Credit Card,Transfer 
12-07-2023,Income,817,Cash,Transfer 
18-11-2024,Expense,577,Nagad,Shopping 
26-11-2023,Expense,830,Credit Card,Rent 
02-09-2023,Income,887,Credit Card,Rent 
05-02-2023,Income,517,Cash,Salary 
14-02-2024,Income,962,Cash,Rent 
26-05-2024,Expense,727,Bkash,Groceries 
04-02-2023,Expense,510,Credit Card,Groceries 
20-05-2023,Income,957,Cash,Salary 
16-05-2024,Expense,532,Credit Card,Groceries 
04-04-2023,Expense,597,Nagad,Rent 
22-09-2024,Income,722,Bkash,Transfer 
06-01-2023,Expense,547,Credit Card,Groceries 
25-01-2023,Expense,569,Nagad,Groceries 
10-04-2023,Expense,875,Cash,Transfer 
21-01-2023,Income,918,Credit Card,Salary 
24-10-2023,Income,330,Credit Card,Shopping 
10-09-2024,Expense,668,Credit Card,Groceries 
09-09-2023,Income,649,Credit Card,Shopping 
15-10-2024,Expense,629,Credit Card,Groceries 
09-10-2024,Income,598,Credit Card,Transfer 
17-07-2023,Expense,723,Cash,Rent 
23-08-2024,Expense,484,Bkash,Shopping 
23-02-2024,Income,333,Cash,Groceries 
27-06-2023,Income,993,Bkash,Shopping 
07-08-2023,Expense,229,Cash,Shopping 
03-05-2024,Expense,528,Credit Card,Shopping 
19-03-2024,Income,924,Bkash,Salary 
21-05-2024,Expense,272,Nagad,Rent 
26-03-2023,Income,571,Nagad,Groceries 
02-04-2023,Expense,595,Credit Card,Shopping 
17-02-2023,Income,118,Bkash,Salary 
07-02-2023,Expense,265,Nagad,Groceries 
14-02-2024,Income,425,Cash,Shopping 
21-02-2023,Income,106,Bkash,Rent 
23-01-2024,Expense,310,Credit Card,Shopping 
25-09-2023,Expense,826,Cash,Transfer 
27-10-2023,Expense,319,Cash,Transfer 
21-02-2023,Income,315,Credit Card,Shopping 
28-05-2023,Income,649,Cash,Groceries 
18-04-2024,Income,529,Cash,Transfer 
28-09-2023,Expense,349,Credit Card,Groceries 
25-09-2024,Expense,340,Nagad,Transfer 
06-04-2024,Expense,807,Bkash,Rent 
09-07-2023,Income,362,Bkash,Rent 
25-09-2023,Expense,342,Nagad,Groceries 
15-09-2023,Income,343,Bkash,Groceries 
01-09-2024,Expense,940,Nagad,Groceries 
12-03-2024,Expense,998,Bkash,Shopping 
15-08-2023,Expense,710,Nagad,Rent 
27-08-2023,Income,744,Bkash,Groceries 
20-09-2023,Expense,417,Nagad,Shopping 
11-08-2023,Expense,305,Cash,Rent 
18-07-2024,Expense,432,Cash,Salary 
28-05-2023,Expense,124,Cash,Transfer 
11-05-2023,Income,213,Cash,Shopping 
13-06-2023,Expense,436,Bkash,Rent 
21-06-2023,Expense,708,Cash,Salary 
08-07-2023,Expense,501,Cash,Salary 
16-07-2023,Income,545,Bkash,Transfer 
15-05-2023,Income,208,Credit Card,Salary 
20-02-2024,Expense,711,Cash,Shopping 
07-12-2024,Income,890,Cash,Transfer 
17-06-2023,Expense,646,Nagad,Rent 
14-10-2024,Income,609,Credit Card,Salary 
